date,person,miles
2023-11-04,Matthew Hill,11.9
2024-11-05,Donna Young,9.6
2023-09-15,Robert Thompson,6.4
2024-05-30,Elizabeth Torres,12.2
2023-03-26,John Lee,8.9
2023-08-03,Robert Young,3.4
2024-04-15,Maria Sanchez,8.6
2024-08-30,Chris Thompson,15.2
2024-05-20,John Allen,3.4
2023-11-01,Matthew Young,2.4
2024-03-10,Mark Scott,4.0
2024-05-24,Mark Nguyen,8.2
2024-02-22,Richard Smith,2.1
2024-06-16,Paul Taylor,14.6
2024-03-03,James Lopez,11.3
2023-02-25,Nancy Harris,1.0
2023-02-02,David Robinson,16.7
2024-01-01,Mike King,1.0
2023-12-04,Elizabeth Young,7.7
2023-01-19,Charles Clark,5.0
2024-10-21,Sarah King,1.5
2023-04-26,Mark Moore,0.8
2023-05-11,Stephanie Thompson,3.6
2023-01-25,Stephanie Thompson,2.5
2024-01-18,Mike Wright,4.6
2024-12-13,Matthew Wright,7.7
2023-06-23,Thomas Robinson,10.2
2023-09-21,Karen Smith,2.9
2024-09-18,Stephanie Davis,1.4
2024-08-26,Sarah Jackson,3.8
2023-03-09,James Nguyen,18.3
2023-10-23,John Johnson,8.0
2023-05-29,John Nguyen,12.1
2024-05-16,John Allen,3.2
2024-11-27,Donna Flores,1.2
2024-09-15,Jane Lewis,7.2
2023-05-25,David Smith,3.8
2023-09-17,Emily Perez,6.6
2023-06-06,Donna Flores,0.8
2024-04-29,Kevin Taylor,15.6
2024-05-28,Matthew Wright,6.0
2023-11-28,Betty Martin,2.8
2024-12-02,Christopher Lopez,4.4
2023-10-12,Ashley Garcia,10.6
2024-09-24,Karen Williams,5.4
2024-07-08,John Johnson,8.7
2023-10-05,Ashley Ramirez,1.3
2024-01-26,Maria Walker,3.4
2024-11-05,Elizabeth Sanchez,9.7
2024-06-18,Mark Moore,1.2
2023-04-21,Elizabeth Martin,2.3
2023-02-28,Chris Gonzalez,9.7
2023-05-31,Karen Davis,18.4
2023-05-23,Michael Robinson,13.7
2024-02-25,Joseph Lopez,18.4
2024-09-16,Stephanie Thompson,2.1
2023-06-07,Betty Lewis,7.4
2024-04-09,John Moore,2.2
2023-03-03,Lisa Martinez,3.6
2023-01-18,Laura Robinson,3.9
2024-05-15,Karen Young,4.7
2023-11-25,Chris Thompson,11.1
2023-07-07,Sarah Jackson,3.3
2024-05-10,Robert Johnson,0.8
2024-10-25,Betty Smith,2.6
2023-11-29,Stephanie Thompson,4.5
2024-11-24,Christopher Johnson,1.8
2023-03-01,Betty Robinson,9.7
2024-10-20,Elizabeth Young,3.1
2024-03-05,Betty Smith,1.9
2024-05-23,Karen Torres,3.9
2023-06-11,Elizabeth Martin,2.3
2024-10-29,Matthew Rodriguez,0.6
2024-04-25,James Nguyen,18.2
2024-05-19,Robert Young,3.7
2023-04-07,Amanda Scott,7.6
2023-08-15,Jane Jones,11.7
2024-02-06,James Nguyen,15.5
2024-04-15,Karen Williams,6.9
2024-12-01,Michelle Gonzalez,7.6
2023-10-23,Ashley Miller,1.7
2023-04-16,Laura Thomas,1.7
2023-03-25,Mike Sanchez,1.7
2024-04-23,William Smith,1.3
2024-10-19,Linda Lopez,4.3
2024-10-24,Michelle Hernandez,3.2
2023-12-28,Sarah Sanchez,5.5
2023-05-01,Mark Martinez,2.6
2023-06-13,Stephanie Hill,13.6
2024-08-29,Chris Flores,14.3
2023-09-12,Betty Allen,2.4
2023-07-14,Amy Brown,11.5
2023-04-20,John Nguyen,9.6
2024-06-24,Christopher Thomas,9.3
2023-10-24,Robert Thompson,6.8
2023-08-04,Linda Jones,9.5
2023-09-26,Kimberly Nguyen,1.4
2023-10-14,David Robinson,15.8
2023-11-25,Sarah King,1.0
2023-06-03,Karen Torres,6.7
2024-09-19,Donna Torres,10.3
2023-09-03,Mark Moore,2.1
2023-05-17,Betty Martin,4.3
2024-05-25,Laura Lewis,7.2
2023-09-29,Matthew Rodriguez,1.8
2024-09-07,Mike Sanchez,2.8
2023-03-27,Elizabeth Taylor,2.9
2023-08-04,Maria Walker,3.2
2024-07-17,Laura Lewis,4.6
2024-08-22,Kimberly Nguyen,1.2
2023-09-24,John Smith,4.3
2023-08-21,William Sanchez,8.7
2023-02-11,Sarah Wright,5.6
2024-10-22,Mark Rodriguez,1.0
2023-12-03,Chris Ramirez,4.9
2024-05-17,Lisa Jones,17.3
2024-08-30,James Nguyen,16.0
2023-05-03,Mike Williams,4.2
2024-03-02,Michael Smith,4.3
2024-08-03,Mike Young,16.0
2024-07-31,Christopher Wilson,6.2
2023-04-17,Jessica Wright,12.5
2024-12-01,Kimberly White,7.9
2024-05-14,Joseph King,3.5
2024-08-17,Mike Williams,6.9
2023-06-06,Mark Rodriguez,2.5
2023-07-01,Donna Flores,0.9
2024-07-06,Joseph Hernandez,4.8
2024-03-11,Linda Rodriguez,5.5
2024-06-14,Kevin White,18.4
2024-10-02,Christopher Jones,2.9
2024-10-15,Robert Jones,19.8
2023-10-10,Ashley Garcia,5.5
2023-07-10,Daniel Davis,5.6
2024-05-22,Matthew Robinson,9.2
2024-07-25,Donna Young,9.4
2023-10-04,Karen Young,6.1
2024-11-23,Robert Johnson,1.8
2023-02-15,Donna Torres,7.8
2023-09-18,Matthew Hill,11.5
2024-11-02,Mark Scott,3.3
2024-05-05,Daniel Davis,9.7
2023-03-31,Mike Wright,5.3
2023-08-27,Mike Thomas,7.7
2023-02-09,Robert Thompson,8.8
2024-09-28,Michael Martinez,8.6
2023-12-06,Elizabeth Thompson,1.6
2023-12-15,Laura Clark,15.3
2024-12-05,David Hill,19.6
2024-09-05,Sarah Jackson,7.5
2023-03-08,Joshua Harris,12.5
2024-12-09,Robert Wilson,8.1
2023-12-08,Mike Young,14.9
2023-03-15,John Lee,11.9
2023-12-16,Elizabeth Wright,5.0
2024-06-16,Michael King,9.0
2024-03-26,David Thomas,17.8
2023-09-08,Sarah Harris,6.7
2024-07-29,James Hill,1.9
2023-07-18,Robert Johnson,1.7
2024-06-10,Mike Williams,5.4
2024-12-25,Amanda Scott,9.3
2024-08-27,John Smith,5.1
2024-12-23,Lisa Wilson,6.3
2023-05-17,Michael Taylor,3.3
2024-04-08,Chris Thompson,10.5
2024-10-20,John Lee,10.4
2024-09-24,Paul Lopez,6.6
2023-08-07,Joseph Hernandez,3.9
2023-05-25,Michael Martinez,10.3
2023-03-25,Matthew Young,2.5
2024-05-17,Richard Wright,19.0
2024-03-26,Chris Flores,15.9
2023-10-04,Christopher Lee,3.6
2023-05-21,Mike Wright,7.2
2023-12-13,Matthew Robinson,7.5
2024-08-24,Betty Martin,4.2
2023-08-14,Paul Taylor,13.3
2023-04-26,James Lopez,10.2
2023-01-28,James Nguyen,11.5
2023-03-19,Laura Sanchez,1.6
2023-12-09,Mark Scott,1.6
2023-12-28,Daniel Davis,7.3
2023-03-10,Jane Lewis,6.8
2023-08-15,Kimberly Robinson,6.3
2023-03-02,Jane Jones,10.6
2024-09-18,Lisa Walker,12.6
2024-02-13,Donna Young,6.6
2023-06-28,Donna Flores,1.0
2024-11-08,Emily Jones,11.2
2024-08-08,Mark Torres,15.9
2024-04-13,Richard Smith,4.6
2024-07-22,John Nguyen,14.6
2024-12-18,Mike King,1.3
2023-01-30,Mike Wright,6.4
2023-11-21,Michael Martinez,11.8
2023-11-27,Ashley Davis,5.7
2024-01-27,Mark Nguyen,12.1
2024-12-24,Kimberly White,6.2
2023-01-02,Richard Smith,2.0
2023-07-29,Elizabeth Wright,4.2
2024-06-06,John Brown,9.8
2024-07-22,Lisa Clark,4.6
2023-04-20,Daniel Young,17.6
2023-03-18,Linda Jones,7.5
2024-03-08,Joseph Williams,4.3
2024-02-28,Mike Wright,4.6
2024-02-15,Jennifer Garcia,2.7
2024-05-17,Betty Lewis,7.2
2023-01-27,Linda Lopez,4.3
2024-08-19,Christopher Johnson,1.3
2024-03-19,Michael Robinson,13.0
2024-10-05,Betty Allen,2.1
2024-03-26,Mark Lewis,10.5
2024-01-14,Jessica Wright,8.1
2024-07-26,Lisa Jones,18.6
2023-09-26,Chris Williams,3.0
2023-05-01,Mark Lewis,17.0
2023-01-02,Paul Lopez,4.0
2024-04-25,Elizabeth Gonzalez,6.2
2024-11-06,Amanda Allen,10.1
2024-10-21,Joshua Harris,17.6
2023-06-04,William Taylor,8.5
2024-10-26,Ashley Garcia,10.0
2023-05-21,Jennifer Garcia,3.6
2023-07-18,Chris Gonzalez,14.8
2024-12-06,Karen Young,6.0
2023-11-28,Laura Young,0.6
2023-05-05,Lisa Jones,17.4
2024-02-18,Charles Clark,4.0
2024-06-19,James Nguyen,12.1
2024-11-18,John Moore,3.1
2023-10-18,Amy Brown,9.0
2023-09-25,Thomas Hill,4.1
2023-08-22,Joseph Hernandez,2.2
2023-04-28,Amanda Hill,1.2
2024-07-05,Mark Walker,14.5
2024-12-21,Michael Thomas,13.6
2023-08-10,Joseph Gonzalez,11.1
2024-10-01,Matthew Robinson,10.5
2024-10-23,Christopher Perez,9.6
2023-01-04,Jane Lewis,3.2
2024-09-27,Joseph Hernandez,1.9
2024-02-04,Sarah Sanchez,9.0
2024-03-07,Jennifer Robinson,2.0
2024-02-17,Mike Wright,3.3
2023-01-11,Brian Gonzalez,9.2
2024-02-06,Jane Young,3.5
2023-03-13,Matthew Wright,11.9
2024-04-25,Amy Brown,10.5
2024-01-29,Elizabeth Martin,3.5
2023-06-20,Joshua Nguyen,13.0
2023-01-18,Stephanie Garcia,3.7
2023-10-04,Karen Smith,4.0
2024-04-17,Jane Young,1.6
2024-08-21,Karen Moore,2.6
2024-08-26,David Johnson,8.0
2023-11-30,Joshua Taylor,5.2
2024-12-06,Amy Brown,9.2
2024-04-16,Thomas Wilson,1.1
2024-08-07,Sarah Wright,5.0
2023-01-14,Chris White,19.2
2024-01-18,Elizabeth Gonzalez,4.8
2023-11-09,Maria Sanchez,8.4
2024-03-27,Jane Lewis,7.6
2024-08-09,Mike Young,10.9
2023-05-24,Michael King,6.1
2024-01-01,Mark Nguyen,9.8
2024-04-18,Sarah Wright,5.0
2023-05-01,Joseph Lopez,13.6
2024-11-05,Mark Martinez,1.6
2023-07-21,Laura Sanchez,2.0
2024-03-22,Joseph King,3.1
2024-07-07,James Nguyen,8.2
2023-04-16,Kevin Wilson,10.7
2023-01-31,Karen Young,7.9
2024-03-21,Christopher Lopez,4.2
2024-12-27,Mark Nguyen,8.6
2024-01-31,Mike Young,19.3
2023-05-29,David Smith,3.7
2024-08-08,Maria Williams,4.7
2023-04-23,Richard Ramirez,4.1
2023-02-19,Chris Williams,2.6
2024-04-14,Robert Thompson,6.7
2024-06-08,Chris Ramirez,3.2
2024-09-18,Mark Moore,0.8
2024-11-24,Mark Scott,4.5
2023-10-05,Mark Walker,17.7
2024-01-26,Mike Williams,4.5
2024-10-04,Christopher Lee,5.6
2024-12-30,Daniel Young,8.1
2023-06-07,Stephanie Garcia,3.9
2023-09-25,Michael Thomas,14.8
2023-09-08,Elizabeth Wright,5.9
2023-01-11,Michael Martinez,11.5
2024-10-21,Mike White,3.9
2023-03-22,William Wilson,4.8
2024-02-03,Laura Clark,8.5
2023-08-11,Robert Johnson,2.9
2024-09-06,Donna Young,11.7
2023-09-28,William Sanchez,9.1
2023-01-20,Elizabeth Sanchez,17.5
2024-11-22,Chris Gonzalez,17.5
2023-10-14,Robert White,5.6
2024-06-27,Betty Allen,2.9
2024-08-05,William Lewis,6.8
2024-03-15,Kevin Wilson,8.5
2023-12-23,John Allen,3.6
2023-03-09,Lisa Jones,17.7
2024-10-09,John Moore,4.5
2023-12-11,Amanda Allen,9.2
2023-11-14,Ashley Davis,9.6
2024-07-01,Joshua Wilson,7.3
2024-08-28,Chris Ramirez,4.8
2023-03-02,Richard Smith,3.1
2023-02-27,Karen Moore,1.6
2024-12-15,Lisa Clark,4.1
2023-12-24,Laura Lewis,7.5
2024-05-11,Daniel Young,12.9
2023-11-12,Robert Johnson,1.1
2023-10-12,Mark Martinez,2.2
2023-05-08,William Sanchez,5.4
2024-08-18,Mike Sanchez,1.5
2023-04-19,Christopher Lee,6.8
2024-09-02,Kimberly Robinson,6.1
2024-05-27,Mark Martinez,4.8
2024-12-01,Maria Williams,6.6
2024-09-06,Maria Jackson,1.6
2024-06-03,John Nguyen,8.8
2023-11-09,Sarah Wright,6.8
2024-05-16,Kimberly White,6.4
2023-08-30,Ashley Davis,9.0
2024-08-24,Lisa Clark,2.6
2023-01-22,Betty Miller,16.3
2024-07-02,Elizabeth Wright,7.2
2024-08-26,James Hill,2.0
2023-08-21,Brian Gonzalez,7.3
2024-08-15,Joseph King,5.0
2024-06-16,David Smith,6.3
2023-01-08,Chris Ramirez,2.5
2023-12-20,Sarah Wright,3.7
2024-01-21,Joseph Gonzalez,16.4
2024-09-07,Christopher Lopez,3.1
2023-03-28,Sarah Sanchez,9.1
2023-07-16,Robert Johnson,0.6
2023-05-24,Chris Flores,10.1
2024-02-08,Kevin White,10.9
2024-05-07,Lisa Walker,8.2
2023-04-23,Joseph Gonzalez,14.1
2024-02-10,Elizabeth Gonzalez,6.6
2024-03-22,Laura Lewis,5.2
2024-10-04,Donna Young,10.8
2023-07-24,Michelle Ramirez,4.7
2023-07-27,Laura Clark,19.4
2023-02-15,William Taylor,5.1
2024-10-19,Richard Wright,8.3
2024-09-18,Chris Flores,18.6
2024-12-05,Amanda Hill,1.2
2024-05-23,Nancy Jackson,4.2
2023-10-13,Joshua Wilson,4.7
2024-12-20,Paul Smith,11.4
2024-12-17,Robert Wilson,11.5
2023-12-26,Kevin Wilson,8.0
2024-11-02,Sarah Sanchez,8.4
2024-07-08,Christopher Lee,5.9
2024-09-11,William Wright,3.9
2024-06-15,Elizabeth Gonzalez,5.7
2024-10-31,Christopher Lopez,3.5
2023-01-03,Chris Thompson,12.6
2023-09-05,Brian Hill,10.0
2024-04-14,Christopher Wilson,7.1
2023-09-03,Laura Sanchez,4.2
2023-08-01,James Nguyen,11.6
2024-12-08,John Moore,2.0
2024-04-10,Sarah Sanchez,7.3
2023-05-13,Mark Lewis,15.1
2023-01-04,Laura Robinson,1.8
2024-11-24,Charles Clark,5.3
2024-03-18,Jennifer Garcia,3.5
2023-10-11,Robert Thompson,11.7
2023-07-27,Donna Torres,5.4
2024-04-16,Nancy Ramirez,15.3
2023-01-04,Donna Young,6.4
2023-03-08,Matthew Allen,13.5
2023-10-17,Elizabeth Gonzalez,5.5
2023-07-18,David Smith,3.8
2023-03-23,Christopher Jones,2.5
2023-06-14,Chris Gonzalez,14.7
2023-02-22,Richard Ramirez,1.8
2024-11-20,Matthew Robinson,11.2
2023-12-14,Laura Robinson,3.1
2024-07-30,Joseph Williams,4.7
2024-09-19,Sarah King,2.0
2024-04-26,Matthew Rodriguez,1.2
2024-03-19,William Wright,4.7
2024-12-05,Maria Williams,7.0
2024-09-14,Lisa Wilson,6.1
2023-02-23,Robert Ramirez,3.6
2024-01-16,Christopher Thomas,10.1
2024-05-16,Paul Smith,7.8
2024-03-22,Robert Thompson,10.3
2024-06-27,Maria Walker,4.0
2023-01-04,Lisa Martinez,6.3
2023-03-07,Michael Robinson,12.2
2024-04-26,John Lee,6.7
2023-07-30,Karen Smith,4.9
2023-11-15,Jessica Thomas,11.7
2024-09-07,Brian Perez,0.8
2024-09-13,Kimberly Robinson,6.6
2024-04-05,Donna Torres,9.4
2024-11-08,Elizabeth Martin,2.2
2024-06-21,Stephanie Garcia,1.6
2023-09-04,Joseph Williams,4.0
2023-07-21,Joshua Harris,10.4
2024-09-21,Betty Allen,0.8
2023-09-27,Chris White,15.7
2023-02-21,Mike Young,16.7
2023-06-11,Richard Smith,1.7
2024-09-28,Laura Sanchez,3.5
2023-08-18,Mike Williams,6.1
2024-09-23,Sarah Harris,5.1
2024-10-12,Elizabeth Young,6.9
2023-07-17,Maria Jackson,1.0
2023-05-31,Emily Jones,8.8
2023-12-01,Karen Smith,3.1
2024-02-20,Ashley Miller,1.5
2024-06-19,Joseph Gonzalez,15.8
2023-05-25,Stephanie Davis,2.6
2023-01-31,Chris Williams,1.0
2023-01-15,Emily Jones,7.5
2024-11-23,Karen Davis,10.2
2023-01-01,Emily Perez,11.7
2024-04-18,Maria Sanchez,8.8
2024-03-14,Joseph White,8.4
2023-04-21,Sarah Sanchez,11.4
2023-09-08,Amy Brown,7.5
2024-11-01,William Lewis,3.8
2023-08-14,Lisa Martinez,6.5
2024-03-12,Maria Williams,7.2
2024-02-02,Mark Torres,13.2
2024-06-04,Kevin Taylor,10.4
2024-02-18,Laura Johnson,1.4
2023-08-08,Chris Flores,11.3
2023-06-27,Kevin Taylor,11.5
2023-08-12,Mike White,4.0
2024-05-21,Elizabeth Sanchez,11.9
2023-02-16,Daniel Young,9.0
2023-12-11,Ashley Walker,6.1
2023-08-26,Jane Young,3.0
2023-06-30,David Smith,4.2
2023-12-17,Mark Martinez,4.0
2023-02-18,Emily Martinez,6.1
2024-12-12,Chris Williams,0.7
2023-04-25,Lisa Jones,13.3
2024-09-23,Elizabeth Thompson,1.5
2023-08-29,Nancy Ramirez,10.2
2023-12-29,Elizabeth Sanchez,15.4
2023-09-16,James Nguyen,10.0
2024-03-27,Michelle Ramirez,3.6
2024-01-20,Jane Jones,8.7
2023-08-24,Maria Sanchez,7.8
2023-02-06,Maria Jackson,2.9
2024-04-18,Laura Clark,16.3
2023-05-20,Joseph Gonzalez,16.8
2024-02-19,Betty Martin,4.9
2023-02-09,Mike White,7.1
2023-06-12,Betty Smith,2.3
2023-10-15,Joseph Hernandez,2.1
2024-12-02,Elizabeth Martin,1.7
2023-02-08,Amanda Allen,6.3
2023-06-18,Laura Young,2.5
2023-03-07,Stephanie Thompson,2.8
2023-01-09,Jessica Wright,10.0
2023-06-20,Thomas Rodriguez,5.2
2024-04-26,Mark Jones,5.8
2023-08-02,Karen Davis,13.8
2024-09-12,Chris Ramirez,3.8
2023-12-04,Mike White,7.3
2024-08-16,William Torres,3.9
2023-04-23,Joseph White,8.6
2023-01-10,Donna Flores,0.6
2023-01-25,Ashley Miller,1.5
2023-09-06,Mark Martinez,2.6
2023-02-11,Mike Young,11.7
2023-06-21,Michael Martinez,9.6
2023-02-14,Betty Robinson,9.3
2024-03-10,Thomas Robinson,8.2
2024-05-12,Elizabeth Sanchez,11.1
2023-12-24,Sarah Sanchez,6.8
2024-12-07,Amy Brown,8.6
2024-10-26,Donna White,4.1
2023-07-21,Chris Ramirez,3.8
2023-05-27,Elizabeth Gonzalez,5.6
2024-08-30,William Lewis,4.5
2023-05-11,Maria Jackson,2.7
2024-03-13,Joseph White,6.0
2023-03-23,Sarah Harris,6.2
2024-09-17,Betty Martin,1.7
2024-06-13,Mike Sanchez,0.7
2023-10-30,David Robinson,11.5
2024-05-05,Matthew Rodriguez,2.7
2024-10-14,Robert Ramirez,4.9
2023-10-23,Richard Smith,3.1
2024-02-03,Michael Robinson,18.9
2024-05-20,Emily Perez,8.6
2023-09-20,Karen Moore,2.9
2023-05-19,James Lopez,18.9
2024-07-16,Laura Brown,4.4
2023-03-05,Jessica Thomas,11.6
2023-03-20,William Torres,3.9
2024-09-04,David Hill,9.6
2023-10-23,Elizabeth Thomas,5.7
2023-09-11,Sarah Harris,5.9
2024-06-18,Robert White,5.9
2023-04-12,John Moore,2.0
2023-05-26,Sarah Jackson,6.0
2024-01-25,Sarah King,1.4
2023-04-27,Joseph Gonzalez,14.9
2024-08-06,Christopher Johnson,0.8
2023-09-01,Laura Clark,9.2
2024-06-04,Christopher Lopez,3.2
2023-06-25,Nancy Harris,1.2
2023-12-14,Jane Lewis,6.7
2023-11-26,Matthew Rodriguez,2.6
2023-02-12,James Hill,1.7
2024-08-25,Betty Martin,3.5
2024-01-29,Christopher Lopez,3.4
2023-09-23,Mike King,2.1
2023-01-31,Michael Robinson,15.6
2024-01-29,Joseph King,3.9
2023-08-28,Maria Sanchez,11.3
2024-06-24,Chris Thompson,13.9
2024-03-02,John Johnson,9.3
2023-03-01,Sarah Wright,3.1
2023-05-23,David Robinson,12.5
2023-08-15,Chris Flores,14.7
2024-02-17,Robert Wilson,9.1
2023-01-09,Ashley Ramirez,2.9
2023-10-26,Ashley Davis,9.6
2024-11-13,Betty Robinson,10.3
2023-07-20,Robert White,3.3
2023-08-21,Joseph Williams,1.5
2024-01-03,Sarah Sanchez,5.8
2023-06-26,Matthew Robinson,10.6
2024-12-31,Sarah Sanchez,5.3
2023-03-31,Mark Nguyen,16.8
2023-10-03,Joseph Hernandez,2.3
2023-10-29,Michael Taylor,3.2
2024-10-30,Joseph Lopez,15.1
2024-10-27,Joshua Nguyen,18.7
2024-08-28,Ashley Walker,6.3
2024-08-05,Mike Williams,4.6
2024-06-01,Michael Taylor,1.6
2024-08-14,Amanda Allen,6.0
2024-09-03,Paul Taylor,9.4
2024-06-14,Robert Ramirez,4.1
2023-02-21,Laura Robinson,4.2
2023-03-08,Linda Rodriguez,10.3
2024-12-28,Matthew Allen,11.6
2024-12-13,Lisa Wilson,7.5
2024-04-11,Kimberly Miller,3.9
2023-06-11,Kevin Taylor,19.7
2023-04-26,Laura Clark,17.7
2024-09-18,Laura Robinson,2.4
2023-05-18,Robert Thompson,5.5
2024-02-02,Chris Williams,1.3
2023-10-05,Maria Williams,4.8
2023-12-07,Christopher Lopez,3.2
2023-12-11,Sarah Harris,7.6
2023-08-17,Chris Hernandez,3.5
2024-03-10,Amanda Hill,2.8
2023-09-27,Michael Taylor,4.9
2023-12-21,Kimberly Robinson,3.0
2024-10-01,William Lopez,17.7
2024-06-26,James Hill,1.8
2024-04-16,Karen Williams,5.1
2023-05-06,Chris Ramirez,4.8
2023-10-06,Thomas Wilson,1.1
2024-11-11,Elizabeth Gonzalez,6.1
2023-09-29,Emily Jones,9.5
2023-07-08,John Allen,5.9
2024-10-24,Karen Flores,1.1
2024-04-26,Karen Moore,2.2
2024-04-19,David Hill,17.6
2023-03-13,Joseph White,5.2
2023-06-19,Laura Clark,8.4
2024-07-21,Betty Miller,15.3
2024-02-07,Jane Jones,9.0
2024-10-04,Sarah Harris,6.8
2023-08-13,Laura Sanchez,2.8
2024-03-21,Thomas Wilson,1.7
2024-09-22,Ashley Davis,11.8
2023-04-11,Kevin White,13.4
2024-10-17,Ashley Davis,5.1
2024-05-09,William Sanchez,10.4
2024-01-12,Michael King,10.5
2023-08-10,John Moore,4.1
2024-10-04,Elizabeth Nguyen,2.6
2023-04-23,Richard Wright,19.4
2024-04-05,Paul Taylor,16.0
2023-04-24,Mark Walker,13.7
2024-03-15,Michael Robinson,12.4
2023-09-11,Amanda Allen,11.4
2024-05-25,Karen Williams,6.7
2023-03-15,Betty Miller,10.9
2024-08-22,Brian Hill,19.9
2024-03-03,Robert Young,3.9
2024-03-07,William Wright,4.9
2023-08-14,Sarah Wright,3.7
2024-12-03,Michael Allen,0.8
2024-06-11,Mark Torres,8.2
2023-05-15,Lisa Martinez,5.5
2023-09-09,Thomas Hill,3.1
2024-09-03,John Nguyen,12.8
2024-08-28,Lisa Walker,9.7
2023-04-25,Kimberly White,3.2
2023-12-19,Paul Taylor,17.0
2024-02-19,Richard Wright,11.3
2023-12-29,Betty Martin,3.0
2024-11-03,Maria Sanchez,7.2
2023-12-10,Stephanie Scott,7.6
2023-01-17,Stephanie Thompson,1.9
2024-03-10,Mark Nguyen,8.7
2023-07-16,Linda Lopez,3.8
2024-06-09,Karen Sanchez,13.4
2023-01-12,Chris Thompson,16.6
2024-12-07,Stephanie Davis,2.0
2024-01-16,Jessica Taylor,4.7
2024-03-08,Joshua Harris,13.5
2024-04-19,Michael Smith,3.7
2024-04-02,Linda Lopez,2.0
2024-01-06,Amy King,11.4
2023-08-31,Betty Miller,12.3
2024-01-04,Betty Allen,2.2
2024-04-16,Stephanie Hill,16.5
2024-10-11,Mike Williams,6.0
2024-12-22,Elizabeth Wright,5.1
2024-08-27,Sarah Jackson,7.9
2024-01-13,Mark Torres,14.4
2023-11-04,Donna Flores,0.8
2024-07-06,John Nguyen,13.0
2023-02-26,William Wright,2.8
2024-09-09,Mike Thomas,7.3
2024-08-22,Christopher Hill,18.0
2024-10-21,Emily Perez,10.1
2023-11-27,William Lewis,6.3
2024-10-10,John Moore,4.1
2024-08-06,Emily Jones,8.2
2024-02-22,Ashley Ramirez,1.7
2024-05-22,Amanda Scott,9.7
2024-08-29,Elizabeth Torres,19.0
2023-02-26,Robert Jones,16.0
2023-06-06,John Brown,8.5
2024-11-27,Stephanie Scott,6.5
2023-03-12,Michael Robinson,18.1
2023-10-15,Christopher Hill,15.4
2024-10-20,Mark Lewis,9.0
2024-02-08,Michelle Hernandez,5.3
2024-05-12,Jane Young,2.8
2024-09-05,Mike Williams,7.9
2024-05-12,Mike Sanchez,2.1
2023-01-25,Christopher Wilson,6.5
2024-08-04,Joshua Wilson,6.2
2024-04-09,Laura Clark,12.3
2024-09-20,Mike Williams,4.4
2024-02-20,Jennifer Robinson,4.6
2024-03-16,Paul Taylor,18.1
2024-05-12,Jessica Wright,12.5
2024-01-21,Ashley Walker,7.1
2023-08-07,Betty Allen,0.9
2023-02-28,Paul Taylor,16.8
2023-01-04,Matthew Hill,6.7
2023-03-05,Donna Flores,0.7
2024-08-04,Stephanie Thompson,4.2
2024-04-03,Nancy Wilson,5.9
2024-01-10,Elizabeth Wright,7.3
2024-01-29,Joseph Hernandez,2.2
2023-01-17,Mike King,1.6
2023-09-06,Elizabeth Wright,7.2
2024-10-30,Brian Perez,2.5
2023-04-15,Ashley Ramirez,2.6
2023-07-15,David Thomas,16.8
2024-05-20,Joseph Lopez,8.3
2024-05-01,Sarah Jackson,5.1
2023-01-18,Matthew Wright,9.8
2023-09-26,Elizabeth Young,4.3
2024-11-30,Richard Wright,11.3
2023-01-13,Laura Clark,11.5
2023-10-27,Robert Thompson,9.2
2024-03-29,Lisa Clark,4.5
2023-12-29,Mike Sanchez,2.2
2023-12-09,John Brown,8.3
2024-08-14,Robert Wilson,9.9
2024-07-13,Paul Smith,9.9
2023-05-03,Sarah Sanchez,5.0
2024-05-23,Ashley Ramirez,2.8
2023-08-30,Brian Perez,2.3
2023-11-27,Robert Thompson,8.3
2024-02-01,Betty Robinson,8.1
2024-12-25,Laura Sanchez,3.8
2023-11-07,Jessica Wright,12.0
2024-03-12,Matthew Young,1.2
2023-09-17,Betty Allen,1.6
2024-12-02,Mike King,2.1
2024-06-18,Robert Wilson,10.1
2024-02-15,Mike Williams,3.4
2024-04-19,Maria Williams,5.1
2024-12-28,Donna Torres,8.9
2023-05-13,Stephanie Garcia,3.0
2024-10-24,Betty Sanchez,4.1
2023-12-04,Robert Young,1.8
2023-11-14,Mark Scott,4.1
2023-08-21,Mark Anderson,6.0
2023-04-26,Michael Allen,2.2
2024-07-28,Chris Williams,0.9
2024-01-11,William Lewis,5.6
2024-09-03,Amy King,9.9
2023-09-30,William Smith,0.6
2024-06-01,Chris Thompson,11.1
2023-12-08,Joshua Taylor,8.8
2024-05-09,Michelle Gonzalez,8.0
2024-02-24,Amy Brown,10.2
2023-07-13,William Lopez,16.6
2023-12-15,Ashley Miller,2.4
2023-11-23,Karen Sanchez,10.5
2023-12-13,Mark Lewis,16.8
2024-02-11,Matthew Robinson,6.1
2024-11-06,Elizabeth Thompson,1.5
2023-11-18,Paul Lopez,3.8
2023-12-19,Elizabeth Thompson,1.0
2023-03-07,Daniel Davis,11.3
2024-03-25,Mark Martinez,2.6
2023-02-28,Matthew Wright,5.2
2024-04-25,Karen Torres,7.2
2024-06-25,Christopher Lee,5.6
2024-01-12,Thomas Hill,3.7
2024-01-03,Michael Robinson,16.6
2024-12-28,Betty Sanchez,3.7
2024-10-08,Betty Rodriguez,16.2
2023-05-15,Sarah Harris,7.9
2024-02-12,Charles Clark,6.6
2023-03-23,Robert Ramirez,3.9
